35.149681091308594	-90.04891967773438	United States	Memphis
35.21961975097656	-80.01954650878906	United States	Mount Gilead
43.6485595703125	-79.38533020019531	Canada	Toronto
37.167930603027344	-95.84501647949219	United States	Independence
34.31108856201172	-94.02977752685547	United States	Umpire
38.89910125732422	-77.02899932861328	United States	Washington
49.80387878417969	15.474909782409668	Czechia	Golčův Jeníkov
40.82624053955078	-74.47994995117188	United States	Morris Plains
37.83721160888672	-94.35868072509766	United States	Nevada
32.678279876708984	-83.22295379638672	United States	Danville
40.79195022583008	-73.94512176513672	United States	New York
40.731971740722656	-74.17417907714844	United States	Newark
41.884151458740234	-87.63240814208984	United States	Chicago
27.940170288085938	-82.32546997070312	United States	Brandon
40.703800201416016	-73.83168029785156	United States	None
30.086149215698242	-94.10157775878906	United States	Beaumont
29.424489974975586	-98.49462127685547	United States	San Antonio
34.053489685058594	-118.24532318115234	United States	Los Angeles
42.33168029785156	-83.04792022705078	United States	Detroit
51.50632095336914	-0.12714000046253204	United Kingdom	London
35.91463088989258	-79.05661010742188	United States	Chapel Hill
34.364009857177734	-89.51876831054688	United States	Oxford
32.77814865112305	-96.79540252685547	United States	Dallas
52.51607131958008	13.37697982788086	Germany	Berlin
-23.562870025634766	-46.654659271240234	Brazil	São Paulo
54.483028411865234	-3.534440040588379	United Kingdom	Egremont
37.77915954589844	-122.42005157470703	United States	San Francisco
-37.81753158569336	144.96714782714844	Australia	Melbourne
36.167781829833984	-86.77835845947266	United States	Nashville
-24.916200637817383	133.3931121826172	Australia	Ghan
18.115259170532227	-77.27348327636719	Jamaica	Morgans Pass
41.50471115112305	-81.69074249267578	United States	Cleveland
40.71455001831055	-74.00711822509766	United States	New York
64.55653381347656	12.665379524230957	Norway	None
46.710670471191406	1.7181899547576904	France	Arthon
34.03142166137695	-93.50243377685547	United States	Delight
35.82212829589844	-88.9159927368164	United States	Humboldt
27.946529388427734	-82.45926666259766	United States	Tampa
33.52029037475586	-86.8115005493164	United States	Birmingham
53.47959899902344	-2.248810052871704	United Kingdom	Manchester
56.15299987792969	10.204520225524902	Denmark	Aarhus
31.846660614013672	-91.65699768066406	United States	Sicily Island
18.015710830688477	-76.79730987548828	Jamaica	Kingston
33.39847183227539	-91.03785705566406	United States	Greenville
40.99470901489258	-77.60453796386719	United States	Howard
35.49480056762695	-85.0123519897461	United States	Dayton
32.7794189453125	-91.56123352050781	United States	Oak Grove
42.31256103515625	-71.08867645263672	United States	Boston
42.733829498291016	-84.59333801269531	United States	Lansing
42.99671173095703	-85.59011840820312	United States	Grand Rapids
30.26759910583496	-97.74298095703125	United States	Austin
54.31391906738281	-2.232180118560791	United Kingdom	None
39.15092849731445	-123.20790100097656	United States	Ukiah
52.10820007324219	5.329860210418701	Netherlands	Leusden
35.309139251708984	-98.5210189819336	United States	Eakly
35.66693115234375	-80.46935272216797	United States	Salisbury
50.45663070678711	4.8713698387146	Belgium	Namur
47.60356140136719	-122.32943725585938	United States	Seattle
36.690940856933594	-6.1348700523376465	Spain	Jerez de la Frontera
34.232940673828125	-102.41020202636719	United States	Earth
37.20896911621094	-93.29155731201172	United States	Springfield
29.7877197265625	-95.82333374023438	United States	Katy
34.011558532714844	-118.4922866821289	United States	Santa Monica
52.88356018066406	-1.97406005859375	United Kingdom	None
38.43772888183594	-122.71241760253906	United States	Santa Rosa
40.14323043823242	-74.7267074584961	United States	Fieldsboro
42.179630279541016	-72.9248275756836	United States	Blandford
30.38814926147461	-96.08779907226562	United States	Navasota
33.74831008911133	-84.39111328125	United States	Atlanta
44.1155891418457	-120.51483917236328	United States	None
54.59579849243164	-5.934939861297607	United Kingdom	Belfast
44.41033172607422	8.93889045715332	Italy	Genova
31.553789138793945	-90.10784912109375	United States	Monticello
52.80289840698242	-2.106329917907715	United Kingdom	Stafford
43.07294845581055	-89.38668823242188	United States	Madison
31.168899536132812	-100.0771484375	United States	Eden
30.24216079711914	-89.6058578491211	United States	Pearlington
51.27561950683594	0.1789799928665161	United Kingdom	Sevenoaks
33.450809478759766	-90.6449966430664	United States	Indianola
62.198448181152344	17.551420211791992	Sweden	None
30.33138084411621	-81.65579986572266	United States	Jacksonville
33.54243087768555	-90.53726959228516	United States	Sunflower
50.91551971435547	0.48883000016212463	United Kingdom	Battle
43.04180908203125	-87.9068374633789	United States	Milwaukee
56.65285873413086	-3.9966700077056885	United Kingdom	None
36.29290008544922	-95.1526107788086	United States	Salina
53.93062973022461	-1.2078800201416016	United Kingdom	None
37.28847885131836	-121.94486236572266	United States	Campbell
39.9522705078125	-75.16236877441406	United States	Philadelphia
40.8603401184082	-74.12374114990234	United States	Passaic
36.73112106323242	-91.85307312011719	United States	West Plains
19.431900024414062	-99.13285064697266	Mexico	Ciudad de México
56.461368560791016	-2.9676098823547363	United Kingdom	Dundee
46.208351135253906	6.1427001953125	Switzerland	Genève
52.47858810424805	-1.9085999727249146	United Kingdom	Birmingham
42.786678314208984	-96.92803192138672	United States	Vermillion
28.538230895996094	-81.37738800048828	United States	Orlando
39.49974060058594	-111.54731750488281	United States	Mount Pleasant
56.27608871459961	9.516949653625488	Denmark	Kjellerup
45.80725860595703	15.967599868774414	Croatia	Zagreb
8.417699813842773	-80.11277770996094	Panama	Río Hato
32.74863052368164	-97.3292465209961	United States	Fort Worth
40.79085922241211	-73.96643829345703	United States	New York
-13.442000389099121	-41.995201110839844	Brazil	None
40.77735137939453	-73.8813705444336	United States	None
34.60514831542969	-98.38983154296875	United States	Lawton
33.99604034423828	-117.75801086425781	United States	Chino Hills
